id,科目,章,問題種別,年度,問題番号,曜日グループ,問題文,解答,解説
19,生保2,3,小問,,,2,契約者配当財源を決定する際の、決算利益の特性からの留意点を5つ挙げ、それぞれ簡潔に説明しなさい。,"○契約者配当財源との相違
決算時の利益と契約者配当財源としての分配可能な利益は異なっている。利益には即時に還元すべき部分と、将来のソルベンシー確保等のために留保しておくべき部分がある。
○契約群団利益との相違
決算時の利益は責任準備金の積み立て方式に依存しており、決算時の利益はあくまでもひとつの責任準備金の積み立て方式による評価数値でしかないとの考え方もできる。
○生命保険契約の長期性
各群団の真の利益はその契約群団が完全消滅して初めて判明するものである。生命保険契約は長期であるから、契約期間中の特定の年度だけを取り上げた利益だけを見ても、当該契約の真の会社への利益貢献度は判明しない。
○配当開始期
契約者配当に対応する財源は、保険年度式利益が基本となるが、実際に決算において把握できるのは事業年度式の利益である。
○決算利益の不安定性
決算利益自体、契約者配当に直接影響されることが適当でない様々な要因によって変動する可能性があり、安定的とならない。",単年度の「決算利益」と「配当可能な利益」は必ずしも一致しません。契約の長期性や将来のソルベンシー確保等を十分に考慮して財源を決定する必要があります。
20,生保2,3,小問,,,2,決算利益は、契約者配当に直接影響させることが適当ではない様々な要因によって変動する可能性があり、安定的とならない一面を有している。この要因の例を4つ挙げよ。,"① 新契約が高進展した年度における（現行の利益の評価方式の下での）利益の圧迫
② 地震､災害等の異常危険の発生による損失の発生
③ 経済環境の急激な変化による財務収益の大きな変動
④ 会計基準等を含めた法令等の変更による収支の変動",利益は、新契約の大量獲得による初期費用の負担や、急激な金利変動、巨大災害の発生などにより、単年度で大きく変動しやすい性質を持っています。
21,生保2,3,小問,,,2,契約者配当の特性からの留意点のひとつである、契約者配当の公平性について簡潔に説明せよ。,"○契約者間の公平性といっても、会社経営の健全性の確保と契約者全体の利益確保がこれに優先される。
○同一世代間の公平性と世代を超えた公平性が求められるが、両者は相反する一面を有している。
○契約者の納得性が得られる公平性でなければならないが、それは数理的な公平性と必ずしも一致しない。また、その要求するものは時代とともに変化する。
○実務上は簡明性が求められるが、それを失ってまで厳密な公平性を追求する意義は乏しい。",厳密な数理的公平性だけでなく、世代間のバランスや契約者の納得性、実務の簡明性、そして何より「会社の健全性確保」との調和が求められます。
22,生保2,3,小問,,,2,"「生命保険会社の保険計理人の実務基準」における「剰余金の分配または契約者配当が､公正・衡平である」ための要件に関し、次の文章の空欄を埋めよ。

剰余金の分配または契約者配当（以下「配当」という｡）が、公正・衡平であるとは、以下の要件を満たすことである。
１． 【①】が適正に積み立てられ､かつ､【②】が準備されている状況において､配当所要額が決定されていること
２． 配当の割当･分配が､【③】に応じて行われていること
３． 配当所要額の計算および配当の割当・分配が、適正な【④】および一般に公正妥当と認められる企業会計の基準等に基づき、かつ、法令、通達の規定及び【⑤】に則っていること
４．配当の割当・分配が、国民死亡率の動向、市場金利の趨勢などから【⑥】を考慮したものであること。","① 責任準備金　② 会社の健全性維持のための必要額
③ 個別契約の貢献　④ 保険数理
⑤ 保険約款の契約条項　⑥ 保険契約者が期待するところ",配当が公正・衡平であるためには、健全性の確保を大前提としつつ、各契約の貢献度に応じた保険数理に基づく分配であることが不可欠です。
23,生保2,3,小問,,,2,5年ごと配当の課題を3つ挙げよ。,"① 契約者の受取実感　② 事前準備と契約者説明
③ 事務負荷",5年ごと配当は、毎年配当に比べて契約者の受取実感が薄れやすく、5年分の財源準備や契約者への説明、そして実務面の負荷が課題となります。
24,生保2,3,小問,,,3,"無配当保険の利益の取り扱いに関し、次の文章の空欄を埋めよ。

　基本的には､【①】して管理し､利益が出れば積み立てておき､損失が出ればこの積立金を取り崩してその補填に充当すべきである｡また､積立金で補填できないような損失が発生した場合には、【②】からの補填､または､【③】群団との間に､一時的な貸借関係を発生させ､以後､この群団からの剰余は優先的にこの返済に充当すべきと考えられる。
　一方で、積立金自体は群団での損失発生に備えるためのものであるが、無制限に、積み立てることは望ましいとは言えない。ある程度の水準を超える場合には、保険料率を見直すか、あるいは、その利益を【③】の契約者配当に流用することもできると考えられる｡なお､この際には､無制限に流用されるのではなく､法令等の内容に照らして妥当かどうか､【④】かつ【⑤】な配当であるかどうか、【①】等の状況に照らして妥当かどうか等､配慮すべき事項は多々あると思われるので留意が必要である。","① 区分経理　② 全社区分
③ 有配当保険　④公正　⑤衡平（④、⑤は順不同）",無配当保険の損益は有配当と区分経理するのが基本ですが、利益が生じた場合には一定の条件下で有配当契約の配当財源へ流用することも可能です。
25,生保2,3,小問,,,3,"契約者配当の割当・分配に関し、次の文章の空欄を埋めよ。

契約者配当の割当とは､配当率に基づく契約者配当金を計算し､【①】に定める要件を満たす契約に【②】を付与することをいう。なお､一部の生命保険相互会社では､社員配当金の割当を総代会付議事項としている。
契約者配当の分配とは､割当によって付与された【②】が､【①】の定める条件成就によって､契約者の【③】になることをいう。","① 約款　② 条件付の配当金請求権
③ 具体的金銭債権",「割当」はまだ条件付きの権利が付与された状態であり、「分配」によって初めて契約者が実際に受け取れる具体的な金銭債権へと変わります。
26,生保2,3,小問,,,3,一般的に5年ごと配当保険は、5年ごと応当日以外のタイミングで消滅する契約に対して5年未満の部分の契約者配当を分配しているが、解約による消滅の場合は一定率（＜1）を乗じた額（経過2年未満の場合はゼロ） としている。これについて、①解約による消滅の場合でも契約者配当を分配している理由、②一定率（＜1）を乗じている理由をそれぞれ説明せよ。,"①5年以下の端数年数部分についても、実際に運用成果があり、毎年財源を確保している中で、契約者配当金をゼロにしてしまうことは、契約者にとって著しく不利となること。
②逆に、既存の準備分をすべて支払うことについては、解約による資金の流出に伴い、5年ごとの配当の仕組みによる運用バッファーが喪失することに対する何らかの手当てが必要なこと。",契約者への還元（公平性）と、解約による資金流出に対する会社側の運用バッファー維持（健全性）のバランスを取るため、一定割合を乗じた額を分配しています。
27,生保2,3,小問,,,3,利源別配当方式について、その長所・短所も含めて簡潔に説明せよ。,"＜利源別配当方式とは＞
剰余金の分配の対象となる金額をその発生の原因ごとに把握し、それぞれ各保険契約の責任準備金、保険金その他の基準となる金額に応じて計算し、その合計額を分配する方法。

＜長所＞
・契約者配当は保険料の割戻しという性格を持っており、保険料の各計算基礎にリンクした配当率の設定は分かりやすい。
・契約者配当は剰余への貢献度に応じて分配するのが合理的であり、貢献度を3利源という見地から簡明に評価できる。
・利源別剰余の状況に応じて、増減配が自在に実施できる方式である。
・日本では戦後定着している。

＜短所＞
・実際の利益は単純に3利源に割り切れない面がある。
・契約者の理解という面では、簡明性に難点がある。",利源（死差・利差・費差）ごとに配当を計算する方式は合理的で増減配がしやすい反面、一般の契約者にとっては仕組みが複雑で理解しにくい面もあります。
28,生保2,3,小問,,,3,"契約者配当財源の決定と契約者配当の分配について､次の①～⑨を適当な語句で埋めなさい。

　契約者配当財源の決定にあたり、まず全体でどれだけの利益を分配するかを確定する必要があるが、生命保険会社における利益の概念は様々な捉え方がある｡単年度の決算において生じた利益のうち、どれだけを契約者配当財源に回し、どれだけをソルベンシー確保にあてるのかという問題は極めて重要かつ難しい問題である｡そのバランスの在り方について画一的なものはないが､【①】（【②】及び【③】）､【④】､【⑤】、【⑥】といった視点が挙げられる。
　また、契約者配当の分配に際しては､以下の原則を可能な限り考慮に入れた方法を導入することが望ましい。
　【⑦】、【⑧】、【⑨】、【⑩】","① 責任準備金の評価方法 ② 計算基礎率
③ 積立方式　④ ソルベンシー確保
⑤ 契約者配当の安定性維持・向上　⑥ 通常配当と特別配当
⑦ 公平性　⑧ 弾力性
⑨ 実務面の簡明性　⑩ 契約者の理解",配当財源の決定にはソルベンシー確保や安定性が重要であり、実際の分配にあたっては公平性、弾力性、実務の簡明性、契約者の理解という4原則が重視されます。
29,生保2,3,小問,,,3,契約者配当の分配方法の導入を行う際､可能な限り考慮に入れた方が望ましいと言われている原則を４点説明せよ。,"(1)公平性
利益の分配、契約者配当金の計算等に際して、契約者配当が保険料の割戻しであるいう観点からは、収支への貢献度に応じて分配されるべきと考えられるが、商品内容、契約時期、保険金額、運用成果といった様々な要素が考えられる。こうした要素に基づき計算された契約者配当は、各契約者間の公平性が確保されているかどうか。

(2)弾力性
利益の状況は毎年毎年変化することが考えられるが、これらの環境変化に適応できる分配方法であるかどうか。

(3)実務面の簡明性
契約者配当の分配に際しては、収支への貢献度に応じて契約者配当を行うとした場合、どの程度のレベルまで細分化したセグメントで行うか、またどのような手法によるのかどうかは、事務負荷の観点も考慮に入れるべきである。

(4)契約者の理解
簡明性と同様ではあるが、実務面以外にも契約者に説明しやすく、理解されやすいものであるかが求められる。
また、一般の株式配当と異なり、生命保険会社の契約者配当は保険商品等の収支構造に大きく起因するため、必ずしも分かり易いとは限らない。従って、一般に行き渡った分配方法であることも重要な要因の一つであると考えられる。",公平な還元はもちろんのこと、将来の環境変化への弾力的な対応、事務負荷を抑える簡明性、そして契約者の理解を得やすい仕組みであることが理想です。
30,生保2,3,小問,,,3,"保険計理人の配当の確認について、次の①～⑤を適当な語句で埋めなさい。

「生命保険会社の保険計理人の実務基準」による配当の確認においては､保険計理人は以下の通り、配当が公正・衡平であることの確認を行う。
（Ⅰ)会社全体及び区分経理の商品区分ごとに配当財源を賄うことができること。
（Ⅱ)個々の契約について【①】の範囲内での配当であること。
（Ⅰ)の配当財源の確認においては、簿価ベースの確認として、
　会社全体の翌朝配当所要額≦【②】 (ただし､当年度末の配当準備金の中に未割当がある場合には､これを【②】に加えた額）であること、
また、時価ベースの確認として、
　会社全体及び区分経理の商品区分ごとに【③】≦時価で計算された配当可能財源であること、
さらに【④】維持の確認として、
　会社全体の翌朝配当所要額≦時価で計算された会社全体の配当可能財源－会社の【④】を維持するために必要な額
の3点について行う。
(Ⅱ)の【①】による確認は､【⑤】を行う契約に対して､客観的に選定されたいくつかの代表契約を対象にして行う。","① (ネット・）アセット・シェア　② 配当準備金繰入額
③ 翌期全件消滅ベース配当所要額　④ 健全性
⑤ 消滅時配当",保険計理人は、配当が「会社の体力を削りすぎていないか（財源の範囲内か）」、かつ「各契約が稼ぎ出した利益に見合っているか（アセットシェア内か）」を数学的に厳しくチェックします。
31,生保2,3,小問,,,3,"団体保険・団体年金保険の契約都己当（社員配当）について、次の①～⑦を適当な語句で埋めなさい。

　団体保険の配当の特徴として､(１)【①】を基準に定められる､(２)【②】年目配当である、(３)通常、契約者＝企業であり企業経理に直接関連する、といったことが挙げられる。とりわけ、ひとつ目の【③】配当部分については､その団体固有の保険金発生経験を反映させる【④】方式を採っているため､個々の【⑤】が重要であり､この点が個人保険の配当との相違点となっている。
　団体年金保険の保険期間は、企業が続く限りエンドレスであり、個人保険が【⑥】としてキャピタルゲイン等の最終精算手段をもつものとは異なった配当体系を採っている｡また、【⑦】の確保の観点から､2年目配当方式を採用している。","① 団体ごとの収支(保険年度単位)　② 2
③ 危険差　④ 配当精算
⑤ 団体の保険年度ごとの収支 ⑥ 消滅時配当
⑦ 他業態との競争条件",団体保険では個々の団体の収支実績を直接反映する配当が行われ、団体年金では他業態（信託銀行等）との競争を強く意識した配当体系が採られます。
32,生保2,5,小問,,,3,予定事業費枠の意義・役割について簡潔に述べよ,"＜意義＞
保険会社は保険料の中にその一部として予め組み込まれた付加保険料を財源として事業を行っているとの考えに立ち、事業費支出を極力この付加保険料の範囲にとどめるよう、コントロールする。

＜役割＞
① 事業費支出許容限度を示すことから、とくに事業費予算統制に役立てることができる。
② 事業費率の分母として用い、事業費効率の年度別比較や他社比較を可能とする。(その率を低めることによって経営の合理化を目指す。)
③ 一定期間の利益(剰余)を利源別に分析する際に、中間項目として用いることで、費差損益・危険差損益等を算出し、保険料設定水準の確認や利源別配当の各財源計算を可能とする。",予定事業費枠は、事業費支出の許容限度を示すことで予算統制の要となり、利源分析における費差損益計算の基準としても機能します。
33,生保2,5,小問,,,3,「純保枠」「蔵銀枠「利源枠」について、それぞれ簡潔に説明しなさい,"純保枠
○一契約について純保険料も付加保険料も毎年一定（平準） として計算した予定事業費枠
蔵銀枠
○契約初年度に予定新契約費を全て費消し､それを全保険期間で償却するとして計算した予定事業費枠
利源枠
○契約初年度に予定新契約費の一定割合（チルメル割合）を費消し、それを一定期間（チルメル期間）で償却するとして計算した予定事業費枠",予定新契約費の償却方法の違いにより、完全に平準化する純保枠、初年度に全額費消する蔵銀枠、一定期間（チルメル期間）で償却する利源枠があります。
34,生保2,5,小問,,,3,金融庁による事業費モニタリングのうち、「イニシャルコストの充足状況」の内容について、概要･報告する項目・その内容について簡潔に説明せよ。,"・保険種類・販売経路区分ごとの新契約に係る事業費の効率等を見る資料で、年単位で金融庁に報告する。
・報告対象は原則として、当該期における新契約の全て。
・イニシャルコストに関して、保険種類および販売経路の区分ごとに、
「①予定事業費現価」
「②事業費」
「③年換算予定事業費」
「効率（②÷①)」
． 「回収予定平均年数（②÷③)」
を報告する。
・「効率≦100％」が1つの目安とされるものと推測される。
・管理上は効率および回収予定平均年数の推移が重要。
． 「①予定事業費現価」は、イニシャルコストを回収するための予定事業費の現価相当額で、現価計算にあたっては、原則、保険料計算基礎を用いる。
． 「②事業費」は、当該機の新契約に係るイニシャルコストで、次期以降複数期間にわたってイニシャルコストを支出する保険種類に対しては、将来のイニシャルコスト予想額を合理的に見積もって加算する。
．｢③年換算予定事業費」は、イニシャルコストを回収するための純保険料式の予定事業費の年換算額。",新契約獲得にかかったイニシャルコストが、将来の予定事業費収入等でどの程度の効率や期間で回収できるかを監督当局へ報告する仕組みです。
35,生保2,5,小問,,,3,事業費投入の基本スタンスを3つ挙げよ。,"○事業費投入は、売上（収入）増大へ繋がるものであること。
○先行投資として将来のプラス効果を確保しうるものであること。
○より低コストな事業費投入を常に図ること。",事業費（経費）の投入は単なるコストではなく、将来の売上増大や効率改善をもたらす先行投資としての効果を厳しく見極める必要があります。
36,生保2,5,小問,,,4,商品別原価計算について、簡潔に説明しなさい。,"○費差損益対象経費を適切な費目に分類し、最終的には各商品に配賦するとともに、それらの経費を適切な単位（コスト分母）比例のコストとして把握すること。
○このコスト係数を算出することにより、商品別の将来収支シミュレーションが可能になる。",発生した経費を商品ごとに適切に配賦して単位当たりのコストを算出することで、商品別の採算性や将来収支のシミュレーションが可能になります。
37,生保2,5,小問,,,4,生命保険会社における原価管理の目的を3つ述べよ。,"商品別・部門別・顧客別等の収益性分析への反映
価格政策への反映
事務効率改善策への反映",原価管理は、商品や部門ごとの収益性を分析し、保険料設定などの価格政策や事務の効率化に役立てるための重要なプロセスです。
38,生保2,5,小問,,,4,"金融庁による事業費モニタリングの概要に関し、以下の①～⑤の空欄に当てはまる適切な語句を記入しなさい。

各生命保険会社は、イニシャルコストの負担方法（分割負担年限等)、イニシャルコストを回収するための【①】の収納方法(契約時に一時に収入か平準的に収入か等)などの差異を勘案して報告する単位としての【②】および保険種類の区分を設定し､イニシャルコスト･ランニングコストに区分して各種の事業費支出状況･【①】収入状況を金融庁に定期的に報告しなければならない｡特にイニシャルコストの回収状況およびランニングコストの【③】状況のモニタリングに主眼が置かれている。
ここで、イニシャルコスト・ランニングコストとは、
イニシャルコスト:【④】のために支出する事業費
ランニングコスト:【⑤】のために支出する事業費で､イニシャルコストとして把握する項目以外の事業費
を意味し、各社が実態に即して適宜設定することとなっている。","① 予定事業費　② 販売経路
③ 充足　④ 新契約獲得
⑤ 契約維持・管理",事業費を「新契約獲得（イニシャル）」と「契約維持・管理（ランニング）」に分け、それぞれの予定事業費に対する充足や回収状況を金融庁がモニタリングします。
